Indicador11,Municipio,Sexo,Grupo_Etareo,Año,Valor1
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 55 a 59 Años,2017,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 55 a 59 Años,2018,4
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 55 a 59 Años,2019,11.76
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 55 a 59 Años,2020,9.09
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 55 a 59 Años,2021,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 55 a 59 Años,2022,5.56
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 55 a 59 Años,2023,18.18
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 55 a 59 Años,2024,21.05
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 60 a 64 Años,2009,100
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 60 a 64 Años,2013,28.57
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 60 a 64 Años,2015,9.09
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 60 a 64 Años,2017,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 60 a 64 Años,2018,11.11
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 60 a 64 Años,2019,6.9
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 60 a 64 Años,2020,8.33
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 60 a 64 Años,2021,16.67
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 60 a 64 Años,2022,15.38
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 60 a 64 Años,2023,5.26
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 60 a 64 Años,2024,30
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 65 a 69 Años,2009,100
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 65 a 69 Años,2014,8.33
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 65 a 69 Años,2015,16.67
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 65 a 69 Años,2017,7.14
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 65 a 69 Años,2018,16.67
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 65 a 69 Años,2019,7.69
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 65 a 69 Años,2020,41.67
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 65 a 69 Años,2021,11.11
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 65 a 69 Años,2022,10
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 65 a 69 Años,2023,21.05
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 65 a 69 Años,2024,14.29
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 70 a 74 Años,2009,100
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 70 a 74 Años,2011,12.5
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 70 a 74 Años,2017,7.69
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 70 a 74 Años,2018,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 70 a 74 Años,2019,4.17
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 70 a 74 Años,2020,16.67
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 70 a 74 Años,2021,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 70 a 74 Años,2022,9.09
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 70 a 74 Años,2023,10
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 70 a 74 Años,2024,31.58
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 75 a 79 Años,2009,100
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 75 a 79 Años,2016,9.09
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 75 a 79 Años,2017,25
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 75 a 79 Años,2018,18.18
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 75 a 79 Años,2021,14.29
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 75 a 79 Años,2022,8.33
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 75 a 79 Años,2023,23.08
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 75 a 79 Años,2024,6.67
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 80 años o más,2009,75
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 80 años o más,2013,14.29
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 80 años o más,2014,12.5
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 80 años o más,2017,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 80 años o más,2018,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 80 años o más,2019,4.55
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 80 años o más,2020,11.11
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 80 años o más,2021,12.5
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 80 años o más,2023,7.14
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,De 80 años o más,2024,16.67
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,TOTAL,2009,81.25
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,TOTAL,2010,2.97
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,TOTAL,2011,2.31
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,TOTAL,2012,2.61
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,TOTAL,2013,5.21
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,TOTAL,2014,6.97
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,TOTAL,2015,7.22
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,TOTAL,2016,4.42
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,TOTAL,2017,8.36
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,TOTAL,2018,11.47
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,TOTAL,2019,10.28
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,TOTAL,2020,17.92
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,TOTAL,2021,16.38
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,TOTAL,2022,24.79
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,TOTAL,2023,24.89
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Cocorna,Total,TOTAL,2024,29.84
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Femenino,TOTAL,2009,51.35
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Femenino,TOTAL,2011,5.88
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Femenino,TOTAL,2014,5.26
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Femenino,TOTAL,2016,3.85
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Femenino,TOTAL,2017,7.41
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Femenino,TOTAL,2018,3.85
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Femenino,TOTAL,2019,5.13
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Femenino,TOTAL,2020,10.81
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Femenino,TOTAL,2021,34.62
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Femenino,TOTAL,2022,30
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Femenino,TOTAL,2023,46.67
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Femenino,TOTAL,2024,32.98
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Masculino,TOTAL,2009,50
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Masculino,TOTAL,2014,7.14
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Masculino,TOTAL,2015,4.76
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Masculino,TOTAL,2016,5
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Masculino,TOTAL,2017,25
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Masculino,TOTAL,2018,12.12
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Masculino,TOTAL,2019,8.16
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Masculino,TOTAL,2021,40
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Masculino,TOTAL,2022,33.33
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Masculino,TOTAL,2023,47.62
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Masculino,TOTAL,2024,38.98
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 0 a 04 Años,2009,60
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 0 a 04 Años,2017,50
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 0 a 04 Años,2018,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 0 a 04 Años,2020,100
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 0 a 04 Años,2021,100
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 0 a 04 Años,2023,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 0 a 04 Años,2024,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 05 a 09 Años,2009,100
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 05 a 09 Años,2014,11.11
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 05 a 09 Años,2017,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 05 a 09 Años,2018,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 05 a 09 Años,2021,100
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 05 a 09 Años,2022,66.67
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 05 a 09 Años,2023,56.52
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 05 a 09 Años,2024,50
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 10 a 14 Años,2011,50
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 10 a 14 Años,2014,22.22
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 10 a 14 Años,2017,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 10 a 14 Años,2018,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 10 a 14 Años,2019,33.33
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 10 a 14 Años,2021,50
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 10 a 14 Años,2022,75
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 10 a 14 Años,2023,66.67
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 10 a 14 Años,2024,31.25
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 15 a 19 Años,2017,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 15 a 19 Años,2018,16.67
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 15 a 19 Años,2019,28.57
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 15 a 19 Años,2020,100
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 15 a 19 Años,2021,66.67
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 15 a 19 Años,2022,40
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 15 a 19 Años,2023,55.56
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 15 a 19 Años,2024,50
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 20 a 24 Años,2016,20
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 20 a 24 Años,2017,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 20 a 24 Años,2018,100
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 20 a 24 Años,2021,50
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 20 a 24 Años,2022,16.67
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 20 a 24 Años,2023,37.5
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 20 a 24 Años,2024,25
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 25 a 29 Años,2016,50
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 25 a 29 Años,2017,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 25 a 29 Años,2018,16.67
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 25 a 29 Años,2021,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 25 a 29 Años,2022,62.5
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 25 a 29 Años,2023,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 25 a 29 Años,2024,25
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 30 a 34 Años,2009,75
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 30 a 34 Años,2017,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 30 a 34 Años,2018,12.5
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 30 a 34 Años,2021,33.33
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 30 a 34 Años,2022,60
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 30 a 34 Años,2023,71.43
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 30 a 34 Años,2024,20
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 35 a 39 Años,2009,100
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 35 a 39 Años,2017,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 35 a 39 Años,2018,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 35 a 39 Años,2021,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 35 a 39 Años,2022,11.11
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 35 a 39 Años,2023,50
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 35 a 39 Años,2024,33.33
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 40 a 44 Años,2009,40
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 40 a 44 Años,2014,20
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 40 a 44 Años,2015,50
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 40 a 44 Años,2016,33.33
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 40 a 44 Años,2017,50
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 40 a 44 Años,2018,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 40 a 44 Años,2021,100
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 40 a 44 Años,2023,85.71
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 40 a 44 Años,2024,30.77
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 45 a 49 Años,2009,66.67
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 45 a 49 Años,2017,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 45 a 49 Años,2018,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 45 a 49 Años,2021,25
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 45 a 49 Años,2023,18.18
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 45 a 49 Años,2024,20
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 50 a 54 Años,2009,100
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 50 a 54 Años,2017,100
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 50 a 54 Años,2018,100
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 50 a 54 Años,2021,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 50 a 54 Años,2023,50
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 50 a 54 Años,2024,60
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 55 a 59 Años,2009,40
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 55 a 59 Años,2017,16.67
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 55 a 59 Años,2018,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 55 a 59 Años,2019,16.67
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 55 a 59 Años,2021,50
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 55 a 59 Años,2022,20
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 55 a 59 Años,2023,21.43
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 55 a 59 Años,2024,40
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 60 a 64 Años,2009,33.33
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 60 a 64 Años,2017,33.33
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 60 a 64 Años,2018,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 60 a 64 Años,2020,33.33
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 60 a 64 Años,2021,50
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 60 a 64 Años,2022,25
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 60 a 64 Años,2023,42.86
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 60 a 64 Años,2024,12.5
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 65 a 69 Años,2009,100
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 65 a 69 Años,2017,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 65 a 69 Años,2018,10
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 65 a 69 Años,2019,11.11
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 65 a 69 Años,2021,25
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 65 a 69 Años,2023,25
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 65 a 69 Años,2024,16.67
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 70 a 74 Años,2017,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 70 a 74 Años,2018,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 70 a 74 Años,2021,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 70 a 74 Años,2022,14.29
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 70 a 74 Años,2023,66.67
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 70 a 74 Años,2024,25
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 75 a 79 años,2018,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 75 a 79 años,2019,50
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 75 a 79 años,2020,50
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 75 a 79 años,2021,66.67
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 75 a 79 años,2022,25
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 75 a 79 años,2023,50
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 75 a 79 años,2024,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 80 años o más,2009,100
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 80 años o más,2017,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 80 años o más,2018,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 80 años o más,2021,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 80 años o más,2023,33.33
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,De 80 años o más,2024,54.55
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,TOTAL,2009,50.91
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,TOTAL,2011,3.57
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,TOTAL,2014,5.97
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,TOTAL,2015,1.72
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,TOTAL,2016,4.35
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,TOTAL,2017,13.95
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,TOTAL,2018,7.06
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,TOTAL,2019,6.3
