Municipio,Indicador11,Año,Sexo,Grupo_Etareo,Valor
Cocorna,Tasa de intento de suicidio,2020,Total,De 55 a 59 años,0
Cocorna,Tasa de intento de suicidio,2021,Total,De 55 a 59 años,0
Cocorna,Tasa de intento de suicidio,2022,Total,De 55 a 59 años,0
Cocorna,Tasa de intento de suicidio,2023,Total,De 55 a 59 años,0
Cocorna,Tasa de intento de suicidio,2009,Total,De 60 a 64 años,0
Cocorna,Tasa de intento de suicidio,2010,Total,De 60 a 64 años,0
Cocorna,Tasa de intento de suicidio,2011,Total,De 60 a 64 años,0
Cocorna,Tasa de intento de suicidio,2012,Total,De 60 a 64 años,0
Cocorna,Tasa de intento de suicidio,2013,Total,De 60 a 64 años,0
Cocorna,Tasa de intento de suicidio,2014,Total,De 60 a 64 años,0
Cocorna,Tasa de intento de suicidio,2015,Total,De 60 a 64 años,0
Cocorna,Tasa de intento de suicidio,2016,Total,De 60 a 64 años,0
Cocorna,Tasa de intento de suicidio,2017,Total,De 60 a 64 años,0
Cocorna,Tasa de intento de suicidio,2018,Total,De 60 a 64 años,0
Cocorna,Tasa de intento de suicidio,2019,Total,De 60 a 64 años,132.63
Cocorna,Tasa de intento de suicidio,2020,Total,De 60 a 64 años,0
Cocorna,Tasa de intento de suicidio,2021,Total,De 60 a 64 años,0
Cocorna,Tasa de intento de suicidio,2022,Total,De 60 a 64 años,0
Cocorna,Tasa de intento de suicidio,2023,Total,De 60 a 64 años,0
Cocorna,Tasa de intento de suicidio,2009,Total,De 65 a 69 años,0
Cocorna,Tasa de intento de suicidio,2010,Total,De 65 a 69 años,0
Cocorna,Tasa de intento de suicidio,2011,Total,De 65 a 69 años,0
Cocorna,Tasa de intento de suicidio,2012,Total,De 65 a 69 años,0
Cocorna,Tasa de intento de suicidio,2013,Total,De 65 a 69 años,0
Cocorna,Tasa de intento de suicidio,2014,Total,De 65 a 69 años,0
Cocorna,Tasa de intento de suicidio,2015,Total,De 65 a 69 años,0
Cocorna,Tasa de intento de suicidio,2016,Total,De 65 a 69 años,0
Cocorna,Tasa de intento de suicidio,2017,Total,De 65 a 69 años,0
Cocorna,Tasa de intento de suicidio,2018,Total,De 65 a 69 años,0
Cocorna,Tasa de intento de suicidio,2019,Total,De 65 a 69 años,0
Cocorna,Tasa de intento de suicidio,2020,Total,De 65 a 69 años,0
Cocorna,Tasa de intento de suicidio,2021,Total,De 65 a 69 años,0
Cocorna,Tasa de intento de suicidio,2022,Total,De 65 a 69 años,0
Cocorna,Tasa de intento de suicidio,2023,Total,De 65 a 69 años,0
Cocorna,Tasa de intento de suicidio,2009,Total,De 70 a 74 años,0
Cocorna,Tasa de intento de suicidio,2010,Total,De 70 a 74 años,0
Cocorna,Tasa de intento de suicidio,2011,Total,De 70 a 74 años,0
Cocorna,Tasa de intento de suicidio,2012,Total,De 70 a 74 años,0
Cocorna,Tasa de intento de suicidio,2013,Total,De 70 a 74 años,0
Cocorna,Tasa de intento de suicidio,2014,Total,De 70 a 74 años,0
Cocorna,Tasa de intento de suicidio,2015,Total,De 70 a 74 años,0
Cocorna,Tasa de intento de suicidio,2016,Total,De 70 a 74 años,0
Cocorna,Tasa de intento de suicidio,2017,Total,De 70 a 74 años,0
Cocorna,Tasa de intento de suicidio,2018,Total,De 70 a 74 años,0
Cocorna,Tasa de intento de suicidio,2019,Total,De 70 a 74 años,0
Cocorna,Tasa de intento de suicidio,2020,Total,De 70 a 74 años,0
Cocorna,Tasa de intento de suicidio,2021,Total,De 70 a 74 años,0
Cocorna,Tasa de intento de suicidio,2022,Total,De 70 a 74 años,0
Cocorna,Tasa de intento de suicidio,2023,Total,De 70 a 74 años,0
Cocorna,Tasa de intento de suicidio,2009,Total,De 75 a 79 años,0
Cocorna,Tasa de intento de suicidio,2010,Total,De 75 a 79 años,0
Cocorna,Tasa de intento de suicidio,2011,Total,De 75 a 79 años,0
Cocorna,Tasa de intento de suicidio,2012,Total,De 75 a 79 años,0
Cocorna,Tasa de intento de suicidio,2013,Total,De 75 a 79 años,0
Cocorna,Tasa de intento de suicidio,2014,Total,De 75 a 79 años,0
Cocorna,Tasa de intento de suicidio,2015,Total,De 75 a 79 años,0
Cocorna,Tasa de intento de suicidio,2016,Total,De 75 a 79 años,0
Cocorna,Tasa de intento de suicidio,2017,Total,De 75 a 79 años,0
Cocorna,Tasa de intento de suicidio,2018,Total,De 75 a 79 años,0
Cocorna,Tasa de intento de suicidio,2019,Total,De 75 a 79 años,0
Cocorna,Tasa de intento de suicidio,2020,Total,De 75 a 79 años,0
Cocorna,Tasa de intento de suicidio,2021,Total,De 75 a 79 años,0
Cocorna,Tasa de intento de suicidio,2022,Total,De 75 a 79 años,0
Cocorna,Tasa de intento de suicidio,2023,Total,De 75 a 79 años,0
Cocorna,Tasa de intento de suicidio,2009,Total,De 80 años o más,0
Cocorna,Tasa de intento de suicidio,2010,Total,De 80 años o más,0
Cocorna,Tasa de intento de suicidio,2011,Total,De 80 años o más,0
Cocorna,Tasa de intento de suicidio,2012,Total,De 80 años o más,0
Cocorna,Tasa de intento de suicidio,2013,Total,De 80 años o más,0
Cocorna,Tasa de intento de suicidio,2014,Total,De 80 años o más,0
Cocorna,Tasa de intento de suicidio,2015,Total,De 80 años o más,0
Cocorna,Tasa de intento de suicidio,2016,Total,De 80 años o más,0
Cocorna,Tasa de intento de suicidio,2017,Total,De 80 años o más,0
Cocorna,Tasa de intento de suicidio,2018,Total,De 80 años o más,0
Cocorna,Tasa de intento de suicidio,2019,Total,De 80 años o más,0
Cocorna,Tasa de intento de suicidio,2020,Total,De 80 años o más,0
Cocorna,Tasa de intento de suicidio,2021,Total,De 80 años o más,0
Cocorna,Tasa de intento de suicidio,2022,Total,De 80 años o más,0
Cocorna,Tasa de intento de suicidio,2023,Total,De 80 años o más,0
Cocorna,Tasa de intento de suicidio,2009,Total,Total,0
Cocorna,Tasa de intento de suicidio,2010,Total,Total,0
Cocorna,Tasa de intento de suicidio,2011,Total,Total,0
Cocorna,Tasa de intento de suicidio,2012,Total,Total,0
Cocorna,Tasa de intento de suicidio,2013,Total,Total,6.66
Cocorna,Tasa de intento de suicidio,2014,Total,Total,0
Cocorna,Tasa de intento de suicidio,2015,Total,Total,0
Cocorna,Tasa de intento de suicidio,2016,Total,Total,26.73
Cocorna,Tasa de intento de suicidio,2017,Total,Total,46.84
Cocorna,Tasa de intento de suicidio,2018,Total,Total,53.6
Cocorna,Tasa de intento de suicidio,2019,Total,Total,79.78
Cocorna,Tasa de intento de suicidio,2020,Total,Total,94.38
Cocorna,Tasa de intento de suicidio,2021,Total,Total,59.75
Cocorna,Tasa de intento de suicidio,2022,Total,Total,0
Cocorna,Tasa de intento de suicidio,2023,Total,Total,36.61
Concepcion,Tasa de intento de suicidio,2009,Femenino,Total,49.75
Concepcion,Tasa de intento de suicidio,2010,Femenino,Total,51.1
Concepcion,Tasa de intento de suicidio,2011,Femenino,Total,52.66
Concepcion,Tasa de intento de suicidio,2012,Femenino,Total,53.97
Concepcion,Tasa de intento de suicidio,2013,Femenino,Total,0
Concepcion,Tasa de intento de suicidio,2014,Femenino,Total,0
Concepcion,Tasa de intento de suicidio,2015,Femenino,Total,0
Concepcion,Tasa de intento de suicidio,2016,Femenino,Total,121.51
Concepcion,Tasa de intento de suicidio,2017,Femenino,Total,186.68
Concepcion,Tasa de intento de suicidio,2018,Femenino,Total,64.06
Concepcion,Tasa de intento de suicidio,2019,Femenino,Total,173.39
Concepcion,Tasa de intento de suicidio,2020,Femenino,Total,173.91
Concepcion,Tasa de intento de suicidio,2021,Femenino,Total,0
Concepcion,Tasa de intento de suicidio,2022,Femenino,Total,125.1
Concepcion,Tasa de intento de suicidio,2023,Femenino,Total,41.32
Concepcion,Tasa de intento de suicidio,2009,Masculino,Total,97.42
Concepcion,Tasa de intento de suicidio,2010,Masculino,Total,49.98
Concepcion,Tasa de intento de suicidio,2011,Masculino,Total,0
Concepcion,Tasa de intento de suicidio,2012,Masculino,Total,0
Concepcion,Tasa de intento de suicidio,2013,Masculino,Total,0
Concepcion,Tasa de intento de suicidio,2014,Masculino,Total,55.13
Concepcion,Tasa de intento de suicidio,2015,Masculino,Total,0
Concepcion,Tasa de intento de suicidio,2016,Masculino,Total,173.51
Concepcion,Tasa de intento de suicidio,2017,Masculino,Total,119.26
Concepcion,Tasa de intento de suicidio,2018,Masculino,Total,61.24
Concepcion,Tasa de intento de suicidio,2019,Masculino,Total,81.53
Concepcion,Tasa de intento de suicidio,2020,Masculino,Total,0
Concepcion,Tasa de intento de suicidio,2021,Masculino,Total,0
Concepcion,Tasa de intento de suicidio,2022,Masculino,Total,38.96
Concepcion,Tasa de intento de suicidio,2023,Masculino,Total,38.46
Concepcion,Tasa de intento de suicidio,2009,Total,De 0 a 04 años,0
Concepcion,Tasa de intento de suicidio,2010,Total,De 0 a 04 años,0
Concepcion,Tasa de intento de suicidio,2011,Total,De 0 a 04 años,0
Concepcion,Tasa de intento de suicidio,2012,Total,De 0 a 04 años,0
Concepcion,Tasa de intento de suicidio,2013,Total,De 0 a 04 años,0
Concepcion,Tasa de intento de suicidio,2014,Total,De 0 a 04 años,0
Concepcion,Tasa de intento de suicidio,2015,Total,De 0 a 04 años,0
Concepcion,Tasa de intento de suicidio,2016,Total,De 0 a 04 años,0
Concepcion,Tasa de intento de suicidio,2017,Total,De 0 a 04 años,0
Concepcion,Tasa de intento de suicidio,2018,Total,De 0 a 04 años,0
Concepcion,Tasa de intento de suicidio,2019,Total,De 0 a 04 años,0
Concepcion,Tasa de intento de suicidio,2020,Total,De 0 a 04 años,0
Concepcion,Tasa de intento de suicidio,2021,Total,De 0 a 04 años,0
Concepcion,Tasa de intento de suicidio,2022,Total,De 0 a 04 años,0
Concepcion,Tasa de intento de suicidio,2023,Total,De 0 a 04 años,0
Concepcion,Tasa de intento de suicidio,2009,Total,De 05 a 09 años,0
Concepcion,Tasa de intento de suicidio,2010,Total,De 05 a 09 años,0
Concepcion,Tasa de intento de suicidio,2011,Total,De 05 a 09 años,0
Concepcion,Tasa de intento de suicidio,2012,Total,De 05 a 09 años,0
Concepcion,Tasa de intento de suicidio,2013,Total,De 05 a 09 años,0
Concepcion,Tasa de intento de suicidio,2014,Total,De 05 a 09 años,0
Concepcion,Tasa de intento de suicidio,2015,Total,De 05 a 09 años,0
Concepcion,Tasa de intento de suicidio,2016,Total,De 05 a 09 años,0
Concepcion,Tasa de intento de suicidio,2017,Total,De 05 a 09 años,0
Concepcion,Tasa de intento de suicidio,2018,Total,De 05 a 09 años,0
Concepcion,Tasa de intento de suicidio,2019,Total,De 05 a 09 años,0
Concepcion,Tasa de intento de suicidio,2020,Total,De 05 a 09 años,0
Concepcion,Tasa de intento de suicidio,2021,Total,De 05 a 09 años,0
Concepcion,Tasa de intento de suicidio,2022,Total,De 05 a 09 años,0
Concepcion,Tasa de intento de suicidio,2023,Total,De 05 a 09 años,0
Concepcion,Tasa de intento de suicidio,2009,Total,De 10 a 14 años,0
Concepcion,Tasa de intento de suicidio,2010,Total,De 10 a 14 años,0
Concepcion,Tasa de intento de suicidio,2011,Total,De 10 a 14 años,0
Concepcion,Tasa de intento de suicidio,2012,Total,De 10 a 14 años,0
Concepcion,Tasa de intento de suicidio,2013,Total,De 10 a 14 años,0
Concepcion,Tasa de intento de suicidio,2014,Total,De 10 a 14 años,0
Concepcion,Tasa de intento de suicidio,2015,Total,De 10 a 14 años,0
Concepcion,Tasa de intento de suicidio,2016,Total,De 10 a 14 años,432.9
Concepcion,Tasa de intento de suicidio,2017,Total,De 10 a 14 años,444.44
Concepcion,Tasa de intento de suicidio,2018,Total,De 10 a 14 años,0
Concepcion,Tasa de intento de suicidio,2019,Total,De 10 a 14 años,0
Concepcion,Tasa de intento de suicidio,2020,Total,De 10 a 14 años,282.49
Concepcion,Tasa de intento de suicidio,2021,Total,De 10 a 14 años,0
Concepcion,Tasa de intento de suicidio,2022,Total,De 10 a 14 años,0
Concepcion,Tasa de intento de suicidio,2023,Total,De 10 a 14 años,0
Concepcion,Tasa de intento de suicidio,2009,Total,De 15 a 19 años,0
Concepcion,Tasa de intento de suicidio,2010,Total,De 15 a 19 años,265.25
Concepcion,Tasa de intento de suicidio,2011,Total,De 15 a 19 años,0
Concepcion,Tasa de intento de suicidio,2012,Total,De 15 a 19 años,0
Concepcion,Tasa de intento de suicidio,2013,Total,De 15 a 19 años,0
Concepcion,Tasa de intento de suicidio,2014,Total,De 15 a 19 años,0
Concepcion,Tasa de intento de suicidio,2015,Total,De 15 a 19 años,0
Concepcion,Tasa de intento de suicidio,2016,Total,De 15 a 19 años,0
Concepcion,Tasa de intento de suicidio,2017,Total,De 15 a 19 años,444.44
Concepcion,Tasa de intento de suicidio,2018,Total,De 15 a 19 años,0
Concepcion,Tasa de intento de suicidio,2019,Total,De 15 a 19 años,845.07
Concepcion,Tasa de intento de suicidio,2020,Total,De 15 a 19 años,576.37
Concepcion,Tasa de intento de suicidio,2021,Total,De 15 a 19 años,0
Concepcion,Tasa de intento de suicidio,2022,Total,De 15 a 19 años,597.01
Concepcion,Tasa de intento de suicidio,2023,Total,De 15 a 19 años,0
Concepcion,Tasa de intento de suicidio,2009,Total,De 20 a 24 años,317.46
Concepcion,Tasa de intento de suicidio,2010,Total,De 20 a 24 años,0
Concepcion,Tasa de intento de suicidio,2011,Total,De 20 a 24 años,327.87
Concepcion,Tasa de intento de suicidio,2012,Total,De 20 a 24 años,333.33
Concepcion,Tasa de intento de suicidio,2013,Total,De 20 a 24 años,0
Concepcion,Tasa de intento de suicidio,2014,Total,De 20 a 24 años,0
Concepcion,Tasa de intento de suicidio,2015,Total,De 20 a 24 años,0
Concepcion,Tasa de intento de suicidio,2016,Total,De 20 a 24 años,754.72
Concepcion,Tasa de intento de suicidio,2017,Total,De 20 a 24 años,408.16
Concepcion,Tasa de intento de suicidio,2018,Total,De 20 a 24 años,0
Concepcion,Tasa de intento de suicidio,2019,Total,De 20 a 24 años,302.11
Concepcion,Tasa de intento de suicidio,2020,Total,De 20 a 24 años,0
Concepcion,Tasa de intento de suicidio,2021,Total,De 20 a 24 años,0
Concepcion,Tasa de intento de suicidio,2022,Total,De 20 a 24 años,314.47
Concepcion,Tasa de intento de suicidio,2023,Total,De 20 a 24 años,0
Concepcion,Tasa de intento de suicidio,2009,Total,De 25 a 29 años,0
Concepcion,Tasa de intento de suicidio,2010,Total,De 25 a 29 años,0
Concepcion,Tasa de intento de suicidio,2011,Total,De 25 a 29 años,0
Concepcion,Tasa de intento de suicidio,2012,Total,De 25 a 29 años,0
Concepcion,Tasa de intento de suicidio,2013,Total,De 25 a 29 años,0
Concepcion,Tasa de intento de suicidio,2014,Total,De 25 a 29 años,0
Concepcion,Tasa de intento de suicidio,2015,Total,De 25 a 29 años,0
Concepcion,Tasa de intento de suicidio,2016,Total,De 25 a 29 años,0
Concepcion,Tasa de intento de suicidio,2017,Total,De 25 a 29 años,0
Concepcion,Tasa de intento de suicidio,2018,Total,De 25 a 29 años,0
Concepcion,Tasa de intento de suicidio,2019,Total,De 25 a 29 años,362.32
Concepcion,Tasa de intento de suicidio,2020,Total,De 25 a 29 años,0
Concepcion,Tasa de intento de suicidio,2021,Total,De 25 a 29 años,0
Concepcion,Tasa de intento de suicidio,2022,Total,De 25 a 29 años,0
Concepcion,Tasa de intento de suicidio,2023,Total,De 25 a 29 años,0
Concepcion,Tasa de intento de suicidio,2009,Total,De 30 a 34 años,0
Concepcion,Tasa de intento de suicidio,2010,Total,De 30 a 34 años,0
Concepcion,Tasa de intento de suicidio,2011,Total,De 30 a 34 años,0
Concepcion,Tasa de intento de suicidio,2012,Total,De 30 a 34 años,0
Concepcion,Tasa de intento de suicidio,2013,Total,De 30 a 34 años,0
Concepcion,Tasa de intento de suicidio,2014,Total,De 30 a 34 años,0
Concepcion,Tasa de intento de suicidio,2015,Total,De 30 a 34 años,0
Concepcion,Tasa de intento de suicidio,2016,Total,De 30 a 34 años,465.12
Concepcion,Tasa de intento de suicidio,2017,Total,De 30 a 34 años,476.19
Concepcion,Tasa de intento de suicidio,2018,Total,De 30 a 34 años,0
Concepcion,Tasa de intento de suicidio,2019,Total,De 30 a 34 años,381.68
Concepcion,Tasa de intento de suicidio,2020,Total,De 30 a 34 años,0
Concepcion,Tasa de intento de suicidio,2021,Total,De 30 a 34 años,0
Concepcion,Tasa de intento de suicidio,2022,Total,De 30 a 34 años,0
Concepcion,Tasa de intento de suicidio,2023,Total,De 30 a 34 años,337.84
Concepcion,Tasa de intento de suicidio,2009,Total,De 35 a 39 años,0
Concepcion,Tasa de intento de suicidio,2010,Total,De 35 a 39 años,0
Concepcion,Tasa de intento de suicidio,2011,Total,De 35 a 39 años,0
Concepcion,Tasa de intento de suicidio,2012,Total,De 35 a 39 años,0
Concepcion,Tasa de intento de suicidio,2013,Total,De 35 a 39 años,0
Concepcion,Tasa de intento de suicidio,2014,Total,De 35 a 39 años,0
Concepcion,Tasa de intento de suicidio,2015,Total,De 35 a 39 años,0
Concepcion,Tasa de intento de suicidio,2016,Total,De 35 a 39 años,473.93
Concepcion,Tasa de intento de suicidio,2017,Total,De 35 a 39 años,0
Concepcion,Tasa de intento de suicidio,2018,Total,De 35 a 39 años,497.51
Concepcion,Tasa de intento de suicidio,2019,Total,De 35 a 39 años,0
Concepcion,Tasa de intento de suicidio,2020,Total,De 35 a 39 años,0
Concepcion,Tasa de intento de suicidio,2021,Total,De 35 a 39 años,0
Concepcion,Tasa de intento de suicidio,2022,Total,De 35 a 39 años,298.51
Concepcion,Tasa de intento de suicidio,2023,Total,De 35 a 39 años,0
Concepcion,Tasa de intento de suicidio,2009,Total,De 40 a 44 años,0
Concepcion,Tasa de intento de suicidio,2010,Total,De 40 a 44 años,0
Concepcion,Tasa de intento de suicidio,2011,Total,De 40 a 44 años,0
Concepcion,Tasa de intento de suicidio,2012,Total,De 40 a 44 años,0
Concepcion,Tasa de intento de suicidio,2013,Total,De 40 a 44 años,0
Concepcion,Tasa de intento de suicidio,2014,Total,De 40 a 44 años,0
Concepcion,Tasa de intento de suicidio,2015,Total,De 40 a 44 años,0
Concepcion,Tasa de intento de suicidio,2016,Total,De 40 a 44 años,0
Concepcion,Tasa de intento de suicidio,2017,Total,De 40 a 44 años,0
Concepcion,Tasa de intento de suicidio,2018,Total,De 40 a 44 años,515.46
Concepcion,Tasa de intento de suicidio,2019,Total,De 40 a 44 años,0
Concepcion,Tasa de intento de suicidio,2020,Total,De 40 a 44 años,0
Concepcion,Tasa de intento de suicidio,2021,Total,De 40 a 44 años,0
Concepcion,Tasa de intento de suicidio,2022,Total,De 40 a 44 años,0
Concepcion,Tasa de intento de suicidio,2023,Total,De 40 a 44 años,0
Concepcion,Tasa de intento de suicidio,2009,Total,De 45 a 49 años,375.94
Concepcion,Tasa de intento de suicidio,2010,Total,De 45 a 49 años,0
Concepcion,Tasa de intento de suicidio,2011,Total,De 45 a 49 años,0
Concepcion,Tasa de intento de suicidio,2012,Total,De 45 a 49 años,0
Concepcion,Tasa de intento de suicidio,2013,Total,De 45 a 49 años,0
Concepcion,Tasa de intento de suicidio,2014,Total,De 45 a 49 años,395.26
Concepcion,Tasa de intento de suicidio,2015,Total,De 45 a 49 años,0
Concepcion,Tasa de intento de suicidio,2016,Total,De 45 a 49 años,0
Concepcion,Tasa de intento de suicidio,2017,Total,De 45 a 49 años,0
Concepcion,Tasa de intento de suicidio,2018,Total,De 45 a 49 años,0
Concepcion,Tasa de intento de suicidio,2019,Total,De 45 a 49 años,0
Concepcion,Tasa de intento de suicidio,2020,Total,De 45 a 49 años,0
Concepcion,Tasa de intento de suicidio,2021,Total,De 45 a 49 años,0
Concepcion,Tasa de intento de suicidio,2022,Total,De 45 a 49 años,0
Concepcion,Tasa de intento de suicidio,2023,Total,De 45 a 49 años,0
Concepcion,Tasa de intento de suicidio,2009,Total,De 50 a 54 años,0
Concepcion,Tasa de intento de suicidio,2010,Total,De 50 a 54 años,0
Concepcion,Tasa de intento de suicidio,2011,Total,De 50 a 54 años,0
Concepcion,Tasa de intento de suicidio,2012,Total,De 50 a 54 años,0
Concepcion,Tasa de intento de suicidio,2013,Total,De 50 a 54 años,0
Concepcion,Tasa de intento de suicidio,2014,Total,De 50 a 54 años,0
Concepcion,Tasa de intento de suicidio,2015,Total,De 50 a 54 años,0
Concepcion,Tasa de intento de suicidio,2016,Total,De 50 a 54 años,0
Concepcion,Tasa de intento de suicidio,2017,Total,De 50 a 54 años,0
Concepcion,Tasa de intento de suicidio,2018,Total,De 50 a 54 años,0
Concepcion,Tasa de intento de suicidio,2019,Total,De 50 a 54 años,0
Concepcion,Tasa de intento de suicidio,2020,Total,De 50 a 54 años,321.54
Concepcion,Tasa de intento de suicidio,2021,Total,De 50 a 54 años,0
Concepcion,Tasa de intento de suicidio,2022,Total,De 50 a 54 años,0
Concepcion,Tasa de intento de suicidio,2023,Total,De 50 a 54 años,330.03
Concepcion,Tasa de intento de suicidio,2009,Total,De 55 a 59 años,0
Concepcion,Tasa de intento de suicidio,2010,Total,De 55 a 59 años,0
Concepcion,Tasa de intento de suicidio,2011,Total,De 55 a 59 años,0
Concepcion,Tasa de intento de suicidio,2012,Total,De 55 a 59 años,0
Concepcion,Tasa de intento de suicidio,2013,Total,De 55 a 59 años,0
Concepcion,Tasa de intento de suicidio,2014,Total,De 55 a 59 años,0
Concepcion,Tasa de intento de suicidio,2015,Total,De 55 a 59 años,0
Concepcion,Tasa de intento de suicidio,2016,Total,De 55 a 59 años,0
Concepcion,Tasa de intento de suicidio,2017,Total,De 55 a 59 años,0
Concepcion,Tasa de intento de suicidio,2018,Total,De 55 a 59 años,0
Concepcion,Tasa de intento de suicidio,2019,Total,De 55 a 59 años,0
Concepcion,Tasa de intento de suicidio,2020,Total,De 55 a 59 años,0
Concepcion,Tasa de intento de suicidio,2021,Total,De 55 a 59 años,0
Concepcion,Tasa de intento de suicidio,2022,Total,De 55 a 59 años,0
Concepcion,Tasa de intento de suicidio,2023,Total,De 55 a 59 años,0
Concepcion,Tasa de intento de suicidio,2009,Total,De 60 a 64 años,0
Concepcion,Tasa de intento de suicidio,2010,Total,De 60 a 64 años,793.65
Concepcion,Tasa de intento de suicidio,2011,Total,De 60 a 64 años,0
Concepcion,Tasa de intento de suicidio,2012,Total,De 60 a 64 años,0
Concepcion,Tasa de intento de suicidio,2013,Total,De 60 a 64 años,0
Concepcion,Tasa de intento de suicidio,2014,Total,De 60 a 64 años,0
Concepcion,Tasa de intento de suicidio,2015,Total,De 60 a 64 años,0
Concepcion,Tasa de intento de suicidio,2016,Total,De 60 a 64 años,0
Concepcion,Tasa de intento de suicidio,2017,Total,De 60 a 64 años,0
Concepcion,Tasa de intento de suicidio,2018,Total,De 60 a 64 años,0
Concepcion,Tasa de intento de suicidio,2019,Total,De 60 a 64 años,0
Concepcion,Tasa de intento de suicidio,2020,Total,De 60 a 64 años,0
Concepcion,Tasa de intento de suicidio,2021,Total,De 60 a 64 años,0
Concepcion,Tasa de intento de suicidio,2022,Total,De 60 a 64 años,0
Concepcion,Tasa de intento de suicidio,2023,Total,De 60 a 64 años,0
Concepcion,Tasa de intento de suicidio,2009,Total,De 65 a 69 años,0
Concepcion,Tasa de intento de suicidio,2010,Total,De 65 a 69 años,0
Concepcion,Tasa de intento de suicidio,2011,Total,De 65 a 69 años,0
Concepcion,Tasa de intento de suicidio,2012,Total,De 65 a 69 años,0
Concepcion,Tasa de intento de suicidio,2013,Total,De 65 a 69 años,0
Concepcion,Tasa de intento de suicidio,2014,Total,De 65 a 69 años,0
Concepcion,Tasa de intento de suicidio,2015,Total,De 65 a 69 años,0
Concepcion,Tasa de intento de suicidio,2016,Total,De 65 a 69 años,0
Concepcion,Tasa de intento de suicidio,2017,Total,De 65 a 69 años,0
Concepcion,Tasa de intento de suicidio,2018,Total,De 65 a 69 años,0
Concepcion,Tasa de intento de suicidio,2019,Total,De 65 a 69 años,0
Concepcion,Tasa de intento de suicidio,2020,Total,De 65 a 69 años,0
Concepcion,Tasa de intento de suicidio,2021,Total,De 65 a 69 años,0
Concepcion,Tasa de intento de suicidio,2022,Total,De 65 a 69 años,0
Concepcion,Tasa de intento de suicidio,2023,Total,De 65 a 69 años,0
Concepcion,Tasa de intento de suicidio,2009,Total,De 70 a 74 años,806.45
Concepcion,Tasa de intento de suicidio,2010,Total,De 70 a 74 años,0
Concepcion,Tasa de intento de suicidio,2011,Total,De 70 a 74 años,0
Concepcion,Tasa de intento de suicidio,2012,Total,De 70 a 74 años,0
Concepcion,Tasa de intento de suicidio,2013,Total,De 70 a 74 años,0
Concepcion,Tasa de intento de suicidio,2014,Total,De 70 a 74 años,0
Concepcion,Tasa de intento de suicidio,2015,Total,De 70 a 74 años,0
Concepcion,Tasa de intento de suicidio,2016,Total,De 70 a 74 años,0
Concepcion,Tasa de intento de suicidio,2017,Total,De 70 a 74 años,0
Concepcion,Tasa de intento de suicidio,2018,Total,De 70 a 74 años,0
Concepcion,Tasa de intento de suicidio,2019,Total,De 70 a 74 años,0
Concepcion,Tasa de intento de suicidio,2020,Total,De 70 a 74 años,0
Concepcion,Tasa de intento de suicidio,2021,Total,De 70 a 74 años,0
Concepcion,Tasa de intento de suicidio,2022,Total,De 70 a 74 años,0
Concepcion,Tasa de intento de suicidio,2023,Total,De 70 a 74 años,0
Concepcion,Tasa de intento de suicidio,2009,Total,De 75 a 79 años,0
Concepcion,Tasa de intento de suicidio,2010,Total,De 75 a 79 años,0
Concepcion,Tasa de intento de suicidio,2011,Total,De 75 a 79 años,0
Concepcion,Tasa de intento de suicidio,2012,Total,De 75 a 79 años,0
Concepcion,Tasa de intento de suicidio,2013,Total,De 75 a 79 años,0
Concepcion,Tasa de intento de suicidio,2014,Total,De 75 a 79 años,0
Concepcion,Tasa de intento de suicidio,2015,Total,De 75 a 79 años,0
Concepcion,Tasa de intento de suicidio,2016,Total,De 75 a 79 años,0
Concepcion,Tasa de intento de suicidio,2017,Total,De 75 a 79 años,0
Concepcion,Tasa de intento de suicidio,2018,Total,De 75 a 79 años,0
Concepcion,Tasa de intento de suicidio,2019,Total,De 75 a 79 años,0
Concepcion,Tasa de intento de suicidio,2020,Total,De 75 a 79 años,0
Concepcion,Tasa de intento de suicidio,2021,Total,De 75 a 79 años,0
Concepcion,Tasa de intento de suicidio,2022,Total,De 75 a 79 años,0
Concepcion,Tasa de intento de suicidio,2023,Total,De 75 a 79 años,0
Concepcion,Tasa de intento de suicidio,2009,Total,De 80 años o más,0
Concepcion,Tasa de intento de suicidio,2010,Total,De 80 años o más,0
Concepcion,Tasa de intento de suicidio,2011,Total,De 80 años o más,0
Concepcion,Tasa de intento de suicidio,2012,Total,De 80 años o más,0
Concepcion,Tasa de intento de suicidio,2013,Total,De 80 años o más,0
Concepcion,Tasa de intento de suicidio,2014,Total,De 80 años o más,0
Concepcion,Tasa de intento de suicidio,2015,Total,De 80 años o más,0
Concepcion,Tasa de intento de suicidio,2016,Total,De 80 años o más,0
Concepcion,Tasa de intento de suicidio,2017,Total,De 80 años o más,877.19
Concepcion,Tasa de intento de suicidio,2018,Total,De 80 años o más,0
Concepcion,Tasa de intento de suicidio,2019,Total,De 80 años o más,0
Concepcion,Tasa de intento de suicidio,2020,Total,De 80 años o más,0
Concepcion,Tasa de intento de suicidio,2021,Total,De 80 años o más,0
Concepcion,Tasa de intento de suicidio,2022,Total,De 80 años o más,0
Concepcion,Tasa de intento de suicidio,2023,Total,De 80 años o más,0
Concepcion,Tasa de intento de suicidio,2009,Total,Total,73.84
Concepcion,Tasa de intento de suicidio,2010,Total,Total,50.53
Concepcion,Tasa de intento de suicidio,2011,Total,Total,25.97
Concepcion,Tasa de intento de suicidio,2012,Total,Total,26.62
